code,name,name_kana,name_romaji
29201,奈良市,ナラシ,NARA SHI
29202,大和高田市,ヤマトタカダシ,YAMATOTAKADA SHI
29203,大和郡山市,ヤマトコオリヤマシ,YAMATOKORIYAMA SHI
29204,天理市,テンリシ,TENRI SHI
29205,橿原市,カシハラシ,KASHIHARA SHI
29206,桜井市,サクライシ,SAKURAI SHI
29207,五條市,ゴジョウシ,GOJO SHI
29208,御所市,ゴセシ,GOSE SHI
29209,生駒市,イコマシ,IKOMA SHI
29210,香芝市,カシバシ,KASHIBA SHI
29211,葛城市,カツラギシ,KATSURAGI SHI
29212,宇陀市,ウダシ,UDA SHI
29322,山辺郡山添村,ヤマベグンヤマゾエムラ,YAMABE GUN YAMAZOE MURA
29342,生駒郡平群町,イコマグンヘグリチョウ,IKOMA GUN HEGURI CHO
29343,生駒郡三郷町,イコマグンサンゴウチョウ,IKOMA GUN SANGO CHO
29344,生駒郡斑鳩町,イコマグンイカルガチョウ,IKOMA GUN IKARUGA CHO
29345,生駒郡安堵町,イコマグンアンドチョウ,IKOMA GUN ANDO CHO
29361,磯城郡川西町,シキグンカワニシチョウ,SHIKI GUN KAWANISHI CHO
29362,磯城郡三宅町,シキグンミヤケチョウ,SHIKI GUN MIYAKE CHO
29363,磯城郡田原本町,シキグンタワラモトチョウ,SHIKI GUN TAWARAMOTO CHO
29385,宇陀郡曽爾村,ウダグンソニムラ,UDA GUN SONI MURA
29386,宇陀郡御杖村,ウダグンミツエムラ,UDA GUN MITSUE MURA
29401,高市郡高取町,タカイチグンタカトリチョウ,TAKAICHI GUN TAKATORI CHO
29402,高市郡明日香村,タカイチグンアスカムラ,TAKAICHI GUN ASUKA MURA
29424,北葛城郡上牧町,キタカツラギグンカンマキチョウ,KITAKATSURAGI GUN KAMMAKI CHO
29425,北葛城郡王寺町,キタカツラギグンオウジチョウ,KITAKATSURAGI GUN OJI CHO
29426,北葛城郡広陵町,キタカツラギグンコウリョウチョウ,KITAKATSURAGI GUN KORYO CHO
29427,北葛城郡河合町,キタカツラギグンカワイチョウ,KITAKATSURAGI GUN KAWAI CHO
29441,吉野郡吉野町,ヨシノグンヨシノチョウ,YOSHINO GUN YOSHINO CHO
29442,吉野郡大淀町,ヨシノグンオオヨドチョウ,YOSHINO GUN OYODO CHO
29443,吉野郡下市町,ヨシノグンシモイチチョウ,YOSHINO GUN SHIMOICHI CHO
29444,吉野郡黒滝村,ヨシノグンクロタキムラ,YOSHINO GUN KUROTAKI MURA
29446,吉野郡天川村,ヨシノグンテンカワムラ,YOSHINO GUN TENKAWA MURA
29447,吉野郡野迫川村,ヨシノグンノセガワムラ,YOSHINO GUN NOSEGAWA MURA
29449,吉野郡十津川村,ヨシノグントツカワムラ,YOSHINO GUN TOTSUKAWA MURA
29450,吉野郡下北山村,ヨシノグンシモキタヤマムラ,YOSHINO GUN SHIMOKITAYAMA MURA
29451,吉野郡上北山村,ヨシノグンカミキタヤマムラ,YOSHINO GUN KAMIKITAYAMA MURA
29452,吉野郡川上村,ヨシノグンカワカミムラ,YOSHINO GUN KAWAKAMI MURA
29453,吉野郡東吉野村,ヨシノグンヒガシヨシノムラ,YOSHINO GUN HIGASHIYOSHINO MURA
